,label,pf_label,statement,subject,speaker,job,state,party,context
2820,False,pants-fire,Barack Obama is the First President to terminate Americas ability to put a man in space.,"history,space",chain-email,,,none,a chain e-mail
2821,True,TRUE,"For every dollar the state spent on audits last year, it delivered $64 in cost savings.",government-efficiency,kate-brown,Secretary of State,Oregon,democrat,a speech at the Oregon Summit.
2822,True,TRUE,A Republican hasnt won [an election] for a presidency in New Jersey since 1988.,"elections,states",chris-christie,Governor of New Jersey,New Jersey,republican,a news conference
2823,False,pants-fire,Mary Landrieu voted to fund benefits for illegal immigrants ahead of veterans.,"federal-budget,immigration,message-machine-2014,veterans",bill-cassidy,U.S. House of Representatives,Louisiana,republican,a campaign ad
2824,True,TRUE,"Despite having their budget increased by over 40 percent since 2009 pending claims for benefits with the (Department of Veterans Affairs) have increased from 391,000 to 890,000 under the Obama Administration.",veterans,tom-graves,,,republican,a ZPolitics op-ed
2825,True,TRUE,"After World War II, we tried, convicted, and, in some cases, executed Japanese soldiers for war crimes that included charges of waterboarding.","history,terrorism",bobby-scott,U.S. Congressman,Virginia,democrat,a news release.
2826,True,TRUE,"McCain ""said he was 'stumped' when asked whether contraceptives help stop the spread of HIV.""",health-care,planned-parenthood,,,none,Denver
2827,True,TRUE,The cost for renovating the headquarters of the U.N. has doubled from the original estimate.,federal-budget,cliff-stearns,U.S. representative,Florida,republican,a press release
2828,True,TRUE,There have been three people tried and convicted by the last administration in military courts. Two are walking the street right now.,"crime,homeland-security,legal-issues,military,terrorism",joe-biden,U.S. senator,Delaware,democrat,"an interview on ""Face the Nation"""
2829,False,pants-fire,Medicare insurance premiums will be rising to $120.20 per month in 2013 and $247.00 per month in 2014.,"federal-budget,health-care,medicare,poverty,retirement",chain-email,,,none,a message via the Internet
2830,True,TRUE,The budget currently being debated significantly decreases the use of one-time resources.,state-budget,ron-amstutz,State representative,Ohio,republican,a newspaper column
2831,False,pants-fire,Damage by protesters to the Wisconsin state Capitol will cost $7.5 million to repair.,"labor,state-budget",mike-huebsch,"Secretary, Department of Administration",Wisconsin,republican,a statement made by a staffer during a court hearing.
2832,True,TRUE,"Ted Strickland in this campaign bragged about his A-plus rating with the NRA. ... He has said he has a mixed and spotty record on this issue and that he can be criticized for it. Those are his words, not mine. So I don't know where he is on this issue.",guns,rob-portman,U.S. senator from Ohio,Ohio,republican,the Ohio Senate debate
2833,True,TRUE,New Medicare billing guidelines have nine codes for (injuries by) turkeys.,"animals,government-regulation,health-care,medicaid,medicare,market-regulation",ted-poe,U.S. House Representative,Texas,republican,an interview on Fox Business Network
2834,True,TRUE,One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth.,iraq,john-mccain,U.S. senator,Arizona,republican,a TV ad
2835,True,TRUE,I never had a filibuster-proof Senate.,"bipartisanship,health-care,supreme-court,abc-news-week",bill-clinton,former president,Arkansas,democrat,an interview on ABC's 'This Week'
2836,False,pants-fire,Eric Holder is supportive of the NAACPs efforts to get the United Nations involved in our elections.,"elections,foreign-policy",true-vote,,,none,a Web post.
2837,True,TRUE,Every student paying out-of-state tuition actually covers more than the cost of instruction.,immigration,james-jolly,,,none,a University of Georgia System newsletter
2838,False,pants-fire,"Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen took Bribes From Iran They Back Insane NUKE Deal.","foreign-policy,nuclear",blog-posting,,,none,posts on the Internet
2839,False,pants-fire,President Barack Obamas latest executive order mandates the apprehension and detention of Americans who merely show signs of respiratory illness.,"ebola,public-health",blog-posting,,,none,an article posted on Infowars.com
2840,False,pants-fire,I never supported a state income tax for Texas.,taxes,paul-sadler,Lawyer,Texas,democrat,the U.S. Senate candidate debate at WFAA-TV in Dallas.
2841,True,TRUE,There are concrete examples of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.,"education,guns",lisa-moore,"Professor, Department of English, The University of Texas at Austin",Texas,none,"an interview for NPR's ""All Things Considered"""
2842,True,TRUE,TSA WILL ACCEPT DRIVERS PRIV CARDS FOR ID AT THE AIRPORT,immigration,lars-larson,radio talk show host,Oregon,none, an email
2843,True,TRUE,Ilana Shafran Mandels stake in Forest City Enterprises constitutes significantly less than 1 percent of the companys shares and any implication of a conflict of interest is legally incorrect.,"candidates-biography,transparency",josh-mandel,Ohio treasurer,Ohio,republican,a news release
2844,False,pants-fire,"The number of illegal immigrants in the United States is 30 million, it could be 34 million.","census,immigration",donald-trump,President-Elect,New York,republican,"an interview on MSNBC's ""Morning Joe."""
2845,False,pants-fire,You cannot build a little guy up by tearing a big guy down -- Abraham Lincoln said it.,"candidates-biography,taxes",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,"comments on ""Fox News Sunday"""
2846,True,TRUE,The state budget has increased almost $800 million a year in each of the last two years.,state-budget,jeff-amason,attorney,Georgia,libertarian,"interview on The Monica Perez Show, WSB"
2847,True,TRUE,"In this next biennium, the cost of primary and secondary education is going to increase by more that $1000 per student. Half of that $1000 $500 per student is accounted for by the increased cost of PERS alone.",education,john-kitzhaber,Governor of Oregon,Oregon,democrat,his State of the State Address.
2848,False,pants-fire,"Mitt Romney, as governor of Massachusetts, put into place socialized medicine.",health-care,michele-bachmann,Congresswoman,Minnesota,republican,a Republican presidential debate in Iowa
2849,True,TRUE,I ended up my time as governor with a general fund budget that was smaller than the one I started with.,state-budget,tim-kaine,U.S. Senator,Virginia,democrat,a debate.
2850,False,pants-fire,A friends sister died from Obamacare becauseBlue Shield completely just pulled out of California.,health-care,ann-coulter,Columnist and author,New York,republican,"an interview on ""Fox & Friends Weekend"""
2851,True,TRUE,"When the national debt reaches $15 trillion, it means that U.S. debt-to-GDP ratio will reach 99.7 percent of our debt and this is $47,900 for every living American.","deficit,federal-budget",leonard-lance,,,republican,a speech on the House floor
2852,True,TRUE,Most Americans are ready to put it [marijuana prohibition] behind us and move on.,"drugs,marijuana",mason-tvert,,,none,a news release
2853,False,pants-fire,Obama tells Russia that hell turn over Americas defense system to them if re-elected.,"foreign-policy,military",eric-johnson,,,republican,a Twitter post
2854,False,pants-fire,"Because Gov. Chris Christie vetoed a 30-bill job creation package, New Jersey ranks 50th in the nation in job creation.",jobs,lou-greenwald,State Assemblyman,New Jersey,democrat,a message on Facebook
2855,False,pants-fire,Sherrod Brown gave huge bonuses to executives.,"economy,message-machine-2012,stimulus,voting-record",josh-mandel,Ohio treasurer,Ohio,republican,a campaign commercial
2856,True,TRUE,More people now die in Wisconsin from drug overdoses than car crashes.,drugs,brad-schimel,,,republican,an opinion piece
2857,False,pants-fire,"Obama's one education accomplishment was ""legislation to teach 'comprehensive sex education' to kindergartners.""",education,john-mccain,U.S. senator,Arizona,republican,in a television ad
2858,False,pants-fire,"Never mind that no red light camera, no speed camera, nor any radar gun has ever stopped one accident from occurring.",transportation,tom-mccarey,,,none,In a Penn Live editorial
2859,True,TRUE,"Only five states, including Georgia, do not have a hate crimes law.",crime,various-media-reports,reporting,Georgia,none,church shooting aftermath
2860,True,TRUE,Barack Obama is only the second Democrat in the last 75 years to win Ohio twice with more than 50 percent of the vote.,elections,chris-redfern,Chairman of the  Ohio Democratic Party,Ohio,democrat,a news conference
2861,True,TRUE,"The musical Mamma Mia! has ""been selling out for years.""",pop-culture,john-mccain,U.S. senator,Arizona,republican,"a town hall in Aspen, Colo."
2862,False,pants-fire,Bernie Sanders admits he is a Democratic Socialist. Nazis were Democratic Socialists.,"candidates-biography,history",jason-villalba,Attorney,Texas,republican,a tweet
2863,False,pants-fire,Fundamental changes made to the language describing the Wisconsin Idea in the University of Wisconsin Systems mission statement were the result of a drafting error.,"education,government-efficiency,public-service,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,a tweet
2864,True,TRUE,"Bill McCollum voted four times to raise his own pay, by a total of $51,000, and earns a congressional pension worth more than $75,000 a year.",candidates-biography,florida-democratic-party,,Florida,democrat,an advertisement by the Florida Democratic Party
2865,False,pants-fire,"The signers of the Declaration of Independence were ""brave people, most of whom, by the way, were clergymen.""",religion,mike-huckabee,author,Arkansas,republican,Orlando
2866,False,pants-fire,"Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.",taxes,jeff-wentworth,State Senator,Texas,republican,a campaign mailer.
2867,True,TRUE,Over 40 percent of children born in America are born out of wedlock.,"marriage,sexuality,women",rick-santorum,,Pennsylvania,republican,"a Republican presidential debate in Mesa, Ariz."
2868,True,TRUE,Georgia is the second-fastest growing state for international tourists.,tourism,chris-cummiskey,Economic Development Commissioner,Georgia,none,a budget presentation
2869,True,TRUE,"Guess what, governor? Theres no fried butter in Newark. Just 13 percent unemployment.",jobs,barbara-buono,State Senator,New Jersey,democrat,an online gubernatorial campaign ad
2870,True,TRUE,Republican-approved changes to make it more difficult to participate in Ohio elections include reducing in-person early voting from 35 days to six.,elections,armond-budish,Minority leader in the Ohio House of Representatives,Ohio,democrat,a news release
2871,False,pants-fire,"For the first time in history, the Democratic Congress will not allow an increase in the social security COLA (cost of living adjustment).",social-security,chain-email,,,none,a chain e-mail
2872,False,pants-fire,"Ted Cruz said, There is no place for gays or atheists in my America. None. Our Constitution makes that clear.","candidates-biography,gays-and-lesbians,marriage,religion",facebook-posts,Social media posting,,none,an online meme
2873,False,pants-fire,"On climate change, the temperature readings have been fabricated, and its all blowing up in their (scientists) faces.",climate-change,dana-perino,"Co-host on Fox News Channel's ""The Five""",,republican,"a broadcast of ""The Five"" on Fox News"
2874,False,pants-fire,Warren Buffett says stop Obamacare now and start over.,health-care,tom-graves,,,republican,an ABC News interview
2875,True,TRUE,"In June 2012 we actually had more people go on Social Security Disability [85,000] ... than the 80,000 jobs that were created.","economy,jobs,social-security",allen-west,"U.S. representative, Florida District 22",Florida,republican,a radio interview
2876,False,pants-fire,Marco Rubio tried to insert $1.5 million for a rowing institute into the state budget.,"message-machine,state-budget,voting-record",charlie-crist,,Florida,democrat,a TV ad.
2877,True,TRUE,"The Confederate battle flag at the South Carolina statehouse must fly at a height of 30 feet. Any changes -- taken down, or even at half-staff, if that can be done -- must be passed by a supermajority of the General Assembly.","diversity,history,states",jean-casarez,CNN correspondent,,none,comments on CNN
2878,True,TRUE,"The Walton family, which owns Wal-Mart, controls a fortune equal to the wealth of the bottom 42 percent of Americans combined.","corporations,economy,income,labor,wealth",one-wisconsin-now,,Wisconsin,organization,an email
2879,False,pants-fire,(Bill) Ayers and Obama ran a radical education foundation together.,patriotism,john-mccain,U.S. senator,Arizona,republican,a Web ad
2880,False,pants-fire,"The IRS is already planning on 19,500 new employees to administer Obamas health care mandate.","health-care,new-hampshire-2012",jon-huntsman,,Utah,republican,"a Republican presidential debate in Hanover, N.H."
2881,False,pants-fire,"Obama says America is great, but let's ""try to change it.""",patriotism,blog-posting,,,none,a blog posting
2882,True,TRUE,Only 20 colleges and universities have athletic departments with revenue exceeding expenses.,"education,sports,state-budget",jim-moran,U. S. Congressman,Virginia,democrat,a Facebook post
2883,True,TRUE,The Clintons foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia.,"campaign-finance,foreign-policy,campaign-advertising",american-crossroads,,,republican,a video
2884,False,pants-fire,"Back in the Great Recession, when millions of jobs across America hung in the balance, Donald Trump said rescuing the auto industry didnt really matter very much. He said, and I quote again, Let it go.","bankruptcy,candidates-biography,jobs",hillary-clinton,Presidential candidate,New York,democrat,a rally in Detroit
2885,False,pants-fire,There was serious voter fraud in California.,elections,donald-trump,President-Elect,New York,republican,a tweet
2886,True,TRUE,"The House-passed budget proposal could cut funding for programs that help keep local neighborhoods safe, slash more than $1.7 million in anti-terror funds for Ohio.","crime,criminal-justice,federal-budget",sherrod-brown,U.S. Senator,Ohio,democrat,
2887,True,TRUE,"In the last 50 years, (the federal government has) only balanced the budget five times.","federal-budget,message-machine",vern-buchanan,U.S. Rep.,Florida,republican,in a web video.
2888,True,TRUE,Weve seen six months of positive job growth by the private sector.,"economy,abc-news-week",timothy-geithner,,,democrat,"ABC's ""This Week"""
2889,True,TRUE,"I-205, six miles of which runs through my district, already carries more traffic than I-5.","environment,infrastructure,state-budget,transportation",jackie-dingfelder,,,democrat,a floor speech
2890,False,pants-fire,"The last quarter, it was just announced, our gross domestic product was below zero. Who ever heard of this? Its never below zero.","economy,jobs",donald-trump,President-Elect,New York,republican,his presidential announcement speech
2891,True,TRUE,Public display of a long rifle is perfectly legal in Texas.,"government-regulation,guns,legal-issues",mike-hashimoto,Editorial writer,Texas,none,a commentary
2892,True,TRUE,Donald Trumps tax plan gives the wealthy and corporations more than the Bush tax cuts by at least a factor of two.,taxes,hillary-clinton,Presidential candidate,New York,democrat,the second presidential debate
2893,True,TRUE,Houston is the third-most toxic city in the United States of America.,"economy,energy,environment",farouk-shami,Businessman,Texas,democrat,a debate.
2894,True,TRUE,"We definitely lost way more jobs in Texas this year than we gained we lost 300,000 jobs in Texas alone this year.",economy,kay-bailey-hutchison,U.S. Senator,Texas,republican,a debate.
2895,False,pants-fire,Planned Parenthood is not actually doing womens health issues.,"abortion,women",jeb-bush,,Florida,republican,remarks at a town hall in Colorado
2896,False,pants-fire,Hartsfield-Jacksons new international terminal is opening within budget.,transportation,john-kennedy,SpokesmanHartsfield-Jackson International Airport,,none,a radio interview
2897,True,TRUE,The United states is borrowing more than 40 cents of every dollar we spend.,"deficit,federal-budget,social-security",scott-rigell,U.S. Congressman,Virginia,republican,a press release.
2898,True,TRUE,I am now the No. 2 member of this House in terms of length of service.,"job-accomplishments,public-service",bill-batchelder,State representative,Ohio,republican,a speech on the House floor
2899,True,TRUE,More black babies are aborted in NYC than born.,"abortion,corrections-and-updates,women",cynthia-meyer,"Deputy press secretary, Office of the Attorney General of Texas",Texas,republican,a tweet in response to Democratic presidential debate
2900,True,TRUE,Pinellas County voters elected me as their chief financial officer (and) elected me as (their) governor four years ago.,elections,alex-sink,,Florida,democrat,a debate
2901,False,pants-fire,"Arizona, Missouri and Texas residents have a two-pet limit, so the public must surrender their third pet to the Humane Society.",animals,blog-posting,,,none,a Web article
2902,False,pants-fire,Clinton's former pastor convicted of child molestation.,religion,blog-posting,,,none,a posting on the Obama campaign blog. 
2903,True,TRUE,"The person who Florida U.S. Rep. Allen West first hired as chief of staff told people attending a Tea Party rally that, We will use bullets if ballots don't work.","bipartisanship,elections,guns,campaign-advertising",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,comments on NBC's 'Meet the Press'
2904,False,pants-fire,The congressional ethics investigation against me was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics.,"bipartisanship,ethics",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,an interview with Fox News' Greta Van Susteren
2905,True,TRUE,Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.,"debates,energy,florida",charlie-crist,,Florida,democrat,a gubernatorial debate in Davie
2906,True,TRUE,The federal government is now on track for the second-largest budget deficit in 65 years.,"federal-budget,pundits",glenn-beck,,,none,comments on his TV show
2907,True,TRUE,Foreign aid makes up about 1 percent of our entire budget.,"federal-budget,foreign-policy",barack-obama,President,Illinois,democrat,a speech.
2908,True,TRUE,"We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.","debates,debt,deficit,disability,economy,history,labor,legal-issues,pensions,public-safety,retirement,unions,workers",jorge-elorza,Law professor,Rhode Island,democrat,a Providence Journal-WPRI debate
2909,False,pants-fire,Denzel Washington supports Donald Trump and speaks out against Barack Obama.,"elections,fake-news",americanpoliticnews,,,none,Internet sites
2910,True,TRUE,Were spending $1 trillion a year on our foreign policy.,"federal-budget,foreign-policy,military",ron-paul,U.S. representative,Texas,republican,a CNN interview
2911,True,TRUE,Three thousand felons voted in Rhode Island in 2008.,"civil-rights,criminal-justice,elections,public-safety",carolyn-medeiros,"Executive director, Alliance for Safe Communities",Rhode Island,newsmaker,a radio interview
2912,True,TRUE,"Streetcars carry more people than buses you attract more riders who don't ride transit now, and actually the operating costs are not any greater than the bus.",transportation,charlie-hales,"Senior vice president, HDR Engineering",Oregon,none,an interview.
2913,False,pants-fire,Reporters rehearse questions with White House press (secretary).,pundits,drudge-report,,,none,a post on their website
2914,False,pants-fire,"From Obama's book: ""I found a solace in nursing a pervasive sense of grievance and animosity against my mother's race.""",candidates-biography,chain-email,,,none,an e-mail message
2915,True,TRUE,60 percent of all Americans do not want to see Planned Parenthood defunded.,"abortion,federal-budget,health-care,polls,public-health,women",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,a speech
2916,True,TRUE,Clayton County Public Schools recently achieved a milestone that has eluded other metropolitan districts across the state by meeting federal guidelines for having a highly qualified staff.,education,clayton-county-schools,,Georgia,none,a press release
2917,True,TRUE,Republican candidate for governor Ken Block was fined and had to admit that (he) funneled money illegally to the Moderate Party.,"campaign-finance,candidates-biography,history",allan-fung,"mayor, city of Cranston, R.I.",Rhode Island,republican,a debate
2918,False,pants-fire,Hostages were released as soon as Ronald Reagan took office because Iran perceived that America was no longer under the command of someone weak.,foreign-policy,marco-rubio,U.S. Senator,Florida,republican,"an interview on ""Meet the Press"""
2919,False,pants-fire,A photo from the Russia-Finland hockey game shows a sad Vladimir Putin and Dmitry Medvedev.,sports,tweets,,,none,posts on Twitter.
2920,False,pants-fire,My much-discussed boots are made in Wisconsin.,candidates-biography,marco-rubio,U.S. Senator,Florida,republican,an exchange with voters at an Iowa campaign event
2921,True,TRUE,Fox News barely covered (the Duggar family) scandal until Megyn Kelly was able to secure this interview.,"pop-culture,pundits",brian-stelter,CNN senior media correspondent,,none,"an interview on ""CNN Tonight"""
2922,True,TRUE,"During my eight years as county executive, we cut the number of county workers by 20 percent.","county-budget,county-government,unions",scott-walker,Milwaukee County Executive,Wisconsin,republican,a book
2923,True,TRUE,"Under President Barack Obamas leadership, since June 2009, (the auto) industry has added a quarter of a million jobs.",jobs,bob-king,President of the UAW,Michigan,none,"a speech to the Democratic National Convention in Charlotte, N.C."
2924,True,TRUE,"Rick Scott changed his promise from700,000 jobs created on top of what normal growth would be to just 700,000 jobs.","economy,jobs",charlie-crist,,Florida,democrat,a campaign ad
2925,True,TRUE,"Gov. Romney was very clear, he would veto the DREAM Act.",immigration,david-plouffe,Senior Adviser to the President,,democrat,a comment on 'Fox News Sunday'
2926,True,TRUE,Collectively states are spending more on Medicaid than they do on K-12 education.,"education,medicaid,state-budget",eric-cantor,House Majority Leader,Virginia,republican,a speech.
2927,True,TRUE,"Lizbeth Benacquisto broke election law 105 times, hiding special interest contributors.","ethics,message-machine",kevin-rader,,Florida,democrat,a TV campaign ad
2928,False,pants-fire,"And 100 percent, John, of your ads . . . 100 percent of them have been negative.",candidates-biography,barack-obama,President,Illinois,democrat,"a debate in Hempstead, N.Y."
2929,True,TRUE,The commission form of government is definitely losing favor in the United States.,county-government,kimberly-nelson,associate professor,North Carolina,none,a meeting
2930,True,TRUE,"The company I created, Point Judith Capital, ""is the only venture capital firm in Rhode Island.""",candidates-biography,gina-raimondo,venture capital company founder,Rhode Island,democrat,a video on her web page
2931,True,TRUE,"In fact, theres more state funding for education today than any other time.","education,state-budget",chris-christie,Governor of New Jersey,New Jersey,republican,a response to a public school teacher
2932,False,pants-fire,Obamacare Medical Codes Confirm: Execution by Beheading To Be Implemented in America.,"health-care,legal-issues,public-health",blog-posting,,,none,blog posts
2933,True,TRUE,"[O]ver 200,000 ordinary citizens were given the opportunity to identify projects they preferred.","taxes,transportation",metro-atlanta-voter-education-network,,,none,
2934,True,TRUE,Ronald Reagan did amnesty.,immigration,rudy-giuliani,Attorney,New York,republican,"a debate in Manchester, N.H."
2935,True,TRUE,Proposed fees for Rhode Island beaches will still be less than some of the town beaches.,"recreation,state-budget",richard-licht,state director of administration in Rhode Island,Rhode Island,democrat,TV interview
2936,True,TRUE,There is a situation in this country where youre nearing 50 percent of people who don't even pay income taxes.,taxes,eric-cantor,House Majority Leader,Virginia,republican,"an appearance on CNBC's ""Squawk Box"""
2937,True,TRUE,"Over the past five years, the American automobile industry has created about 500,000 new jobs.","economy,jobs",barack-obama,President,Illinois,democrat,a speech in Wayne. Mich.
2938,False,pants-fire,President Barack Obama spent $5 billion paying Ukrainians to riot and dismantle their democratically elected government.,foreign-policy,facebook-posts,Social media posting,,none,a Facebook meme
2939,True,TRUE,Ron Johnson likes to say there are too many lawyers in the Senate 57. Hed be the 70th millionaire.,candidates-biography,russ-feingold,,Wisconsin,democrat,a campaign rally
2940,False,pants-fire,A hidden provision in Obamacare taxes sporting goods as medical devices.,"health-care,taxes",chain-email,,,none,an email
2941,False,pants-fire,"President Barack Obama is the first president to keep a dog-trainer on retainer for $102,000 a year at taxpayer expense.","animals,federal-budget",chain-email,,,none,a chain email
2942,True,TRUE,Theres actually 600 abortions done after the 20th week of pregnancy every year in Ohio.,abortion,peggy-lehner,State senator,Ohio,republican,a radio interview
2943,True,TRUE,"Even hunters are restricted from using large capacity magazines: there is a five cartridge limit for large game hunting, and three for bird hunting.","guns,recreation",ginny-burdick,,,democrat,an email
2944,True,TRUE,"The state of Georgia has lost 200,000 total jobs and 50,000 construction jobs since May 2007.",transportation,kasim-reed,,,democrat,news conference
2945,False,pants-fire,The United States stood alone in the war in Iraq.,iraq,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,a CNN interview
2946,False,pants-fire,Science has not shown greenhouse gases to be a problem.,"climate-change,environment,science,weather",wayne-smith,Civil engineer,Texas,republican,an interview.
2947,False,pants-fire,PolitiFact Ohio confirms that Betty Sutton maxed out federal debt,"deficit,federal-budget",national-republican-congressional-committee,,,republican,an e-mail news release
2948,True,TRUE,Torture is illegal by our laws. Its illegal by international laws.,"foreign-policy,human-rights,legal-issues",ron-paul,U.S. representative,Texas,republican,"a Republican presidential debate in Spartanburg, S.C."
2949,True,TRUE,"Biden is ""one of the least wealthy members of the U.S. Senate.""",candidates-biography,howard-dean,Democratic National Committee chairman,Vermont,democrat,a TV interview
2950,True,TRUE,"Sen. Harry Reid voted against declaring English our national language, twice.","immigration,message-machine",sharron-angle,Republican nominee for Nevada U.S. Senate seat,Nevada,republican,a TV ad
2951,True,TRUE,Weare picking up oil with shovels and paper and plastic bags.,oil-spill,marco-rubio,U.S. Senator,Florida,republican,"an interview on ""Fox & Friends"""
2952,True,TRUE,Jennifer Carroll is the first African-American Republican woman to be part of a statewide ticket in Florida.,"candidates-biography,elections",rick-scott,Governor,Florida,republican,a press release.
2953,False,pants-fire,Dan Sullivan approved a light sentence for a sex offenderwho got out of prison andis now charged with a gruesome murder and sexual assault.,"crime,criminal-justice,message-machine-2014",mark-begich,Senator,Alaska,democrat,a campaign ad
2954,True,TRUE,Owen in MA vs. Owen in RI Advantage:Rhode Island.,"corporations,economy,jobs",gina-raimondo,venture capital company founder,Rhode Island,democrat,economic development report
2955,False,pants-fire,College students who are NOT U.S. Citizens and who get the PELL Grant plan to return to their home countries after getting free gas cards and child care.,"education,immigration,welfare",chain-email,,,none,an email
2956,True,TRUE,"In Georgia, Perdues company closed plants and moved jobs to China.",job-accomplishments,michelle-nunn,"Chief Executive Officer, Points of Light Foundation",Georgia,democrat,an ad
2957,True,TRUE,"Over the last 10 years, incomes for the top 1 percent have grown. Meanwhile, the bottom half of the country, they've seen their wages stagnate.","economy,pundits,abc-news-week",donna-brazile,Political commentator,"Washington, D.C.",democrat,"a roundtable discussion on ABC's ""This Week"""
2958,True,TRUE,The Obama administration is allowing state waivers from welfare work requirements only if they had a credible plan to increase employment by 20 percent.,welfare,bill-clinton,former president,Arkansas,democrat,a convention speech
2959,False,pants-fire,"The Affordable Care Act says that at age 76 when you most need it most, you are not eligible for cancer treatment. Cancer hospital will ration care according to the patients age.",health-care,chain-email,,,none,a chain email
2960,True,TRUE,We spend more per student than almost any other major country in the world.,"education,government-efficiency",donald-trump,President-Elect,New York,republican,a rally in Cleveland
2961,False,pants-fire,The hospital listed on Barack Obamas just-publicized long-form birth certificate denies the president was born there.,obama-birth-certificate,leo-berman,State representative,Texas,republican,a Texas Tribune article
2962,False,pants-fire,"Hillary (Clinton), one time late at night when she was exhausted, misstated and immediately apologized for it, what happened to her in Bosnia in 1995.",foreign-policy,bill-clinton,former president,Arkansas,democrat,"Boonville, Ind."
2963,False,pants-fire,Gov. Rick Perry is by far and away the highest-paid state employee on an hourly basis.,"candidates-biography,elections,ethics",bill-white,Former mayor of Houston,Texas,democrat,a press conference.
2964,True,TRUE,We are making the largest investment in education in our nations history.,"education,stimulus",barack-obama,President,Illinois,democrat,a bill signing ceremony in Denver.
2965,True,TRUE,Sen. Obama's chair in New Hampshire is a lobbyist. He lobbies for the drug companies.,ethics,hillary-clinton,Presidential candidate,New York,democrat,"a debate in Manchester, N.H."
2966,True,TRUE,Oregon has the third largest class size in the nation.,"children,education",oregon-pta,,,organization,a newsletter
2967,True,TRUE,America produces more oil and gas than any other nation in the world.,energy,rick-perry,Governor,Texas,republican,a speech.
2968,False,pants-fire,"A 10-year state program that created 202 jobs at a cost of $247,000 per job was approved by former Gov. Jim Doyle.","job-accomplishments,jobs",scott-walker,Milwaukee County Executive,Wisconsin,republican,a tweet
2969,True,TRUE,Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority.,supreme-court,arlen-specter,Senator,Pennsylvania,democrat,an interview on MSNBC's Daily Rundown
2970,True,TRUE,Mitt Romney wants to add $2 trillion to defense budget that the military hasnt asked for.,"debates,military",barack-obama,President,Illinois,democrat,a presidential debate
2971,False,pants-fire,Barack Obama is the first president to file lawsuits against the states he swore an oath to protect.,"legal-issues,states",chain-email,,,none,
2972,False,pants-fire,Gov. Deal has the worst record on education in the history of this state.,education,matt-mcgrath,campaign manager,Georgia,democrat,press release and fundraising email
2973,False,pants-fire,"In the 2012 State of the Union address, President Obama didnt even mention the deficit or debt.",deficit,mitt-romney,Former governor,Massachusetts,republican,"a rally in Cleveland, Ohio"
2974,True,TRUE,"As a former federal prosecutor, I prosecuted over 4,000 cases.","candidates-biography,criminal-justice,legal-issues",catherine-hanaway,Candidate for governor of Missouri,Missouri,republican,a debate
2975,True,TRUE,There have been 50 million abortions since Roe v. Wade was decided.,abortion,rick-perry,Governor,Texas,republican,a speech
2976,True,TRUE,Our trade deficit in goods reached nearly $800 billion last year alone.,"economy,trade",donald-trump,President-Elect,New York,republican,a speech at the Republican National Convention in Cleveland
2977,False,pants-fire,Gov. Scott Walker is helping pay for the criminal defense of a man accused of boy rape.,crime,graeme-zielinski,"spokesman, Democratic Party of Wisconsin",Wisconsin,democrat,Tweets
2978,False,pants-fire,"There were multiple instances of voter fraud in Wood County, Ohio.",elections,viral-image,,,none,viral image circulating on the internet
2979,False,pants-fire,Mitt Romney did not run his campaign on the basis of arguing his experience in the business world was a reason to vote for him.,"elections,campaign-advertising",scott-walker,Milwaukee County Executive,Wisconsin,republican,an interview
2980,True,TRUE,Federal spending is the highest its been as a share of our economy in 60 years (and) revenue is the lowest its been as a share of our economy in 60 years.,"economy,federal-budget,taxes,abc-news-week",kent-conrad,U.S. Senator,North Dakota,democrat,"an interview on ABC's ""This Week with Christiane Amanpour"""
2981,False,pants-fire,Wisconsin Gov. Scott Walker has threatened to call out the National Guard if workers protest against changes to bargaining laws.,"labor,state-budget",progressive-change-campaign-committee,,,none,an email blast to supporters
2982,False,pants-fire,CNNs Crap Polling is so bad that it shows that no one under the age of 50 has an opinion of Hillary Clinton.,polls,viral-image,,,none,an image on the Internet
2983,False,pants-fire,Our numbers are going up at the airport.,"economy,tourism,transportation",james-bennett,"director, Department of Economic Development, Providence, R.I.",Rhode Island,newsmaker,a Gov. Lincoln Chafee YouTube video
2984,True,TRUE,Texas would have to increase current state spending by 28 percent just to reach the national average for spending per resident.,state-budget,scott-mccown,"executive director, Center for Public Policy Priorities",Texas,democrat,a letter.
